/home/pi/project/03_NeuralNetworks/001_DataCollection/DataCollected/IMG20/Image_1681244773210096.jpg,0.0
/home/pi/project/03_NeuralNetworks/001_DataCollection/DataCollected/IMG20/Image_1681244773436936.jpg,0.0
/home/pi/project/03_NeuralNetworks/001_DataCollection/DataCollected/IMG20/Image_1681244773654604.jpg,0.0
/home/pi/project/03_NeuralNetworks/001_DataCollection/DataCollected/IMG20/Image_1681244773869022.jpg,0.0
/home/pi/project/03_NeuralNetworks/001_DataCollection/DataCollected/IMG20/Image_1681244774084102.jpg,0.0
/home/pi/project/03_NeuralNetworks/001_DataCollection/DataCollected/IMG20/Image_1681244774298962.jpg,0.0
/home/pi/project/03_NeuralNetworks/001_DataCollection/DataCollected/IMG20/Image_1681244774515802.jpg,0.0
/home/pi/project/03_NeuralNetworks/001_DataCollection/DataCollected/IMG20/Image_1681244774730513.jpg,0.0
/home/pi/project/03_NeuralNetworks/001_DataCollection/DataCollected/IMG20/Image_1681244774946537.jpg,0.0
/home/pi/project/03_NeuralNetworks/001_DataCollection/DataCollected/IMG20/Image_1681244775162258.jpg,0.0
/home/pi/project/03_NeuralNetworks/001_DataCollection/DataCollected/IMG20/Image_1681244775378491.jpg,0.0
/home/pi/project/03_NeuralNetworks/001_DataCollection/DataCollected/IMG20/Image_168124477559441.jpg,0.0
/home/pi/project/03_NeuralNetworks/001_DataCollection/DataCollected/IMG20/Image_168124477581002.jpg,0.0
/home/pi/project/03_NeuralNetworks/001_DataCollection/DataCollected/IMG20/Image_1681244776026073.jpg,0.0
/home/pi/project/03_NeuralNetworks/001_DataCollection/DataCollected/IMG20/Image_1681244776241404.jpg,0.0
/home/pi/project/03_NeuralNetworks/001_DataCollection/DataCollected/IMG20/Image_1681244776456494.jpg,0.0
/home/pi/project/03_NeuralNetworks/001_DataCollection/DataCollected/IMG20/Image_1681244776671702.jpg,0.0
/home/pi/project/03_NeuralNetworks/001_DataCollection/DataCollected/IMG20/Image_1681244776886838.jpg,0.0
/home/pi/project/03_NeuralNetworks/001_DataCollection/DataCollected/IMG20/Image_1681244777101986.jpg,0.0
